id,score,rank,previous_value,raw_usd,usd,eth,eth_actual,is_listed,is_purchased,give_away_wallet
1761,245.37,2077,313.045,313.0895,313,0.08138,,,,
4081,245.3,2078,313.0005,313.045,313,0.08138,,,,
5918,245.3,2079,312.956,313.0005,313,0.08138,,,,
3002,245.23,2080,312.9115,312.956,313,0.08138,,,,
5793,245.22,2081,312.867,312.9115,313,0.08138,,,,
1016,245.19,2082,312.8225,312.867,313,0.08138,,,,
3412,245.19,2083,312.778,312.8225,313,0.08138,,,,
4675,245.19,2084,312.7335,312.778,313,0.08138,,,,
7341,245.15,2085,312.689,312.7335,313,0.08138,,,,
3679,245.13,2086,312.6445,312.689,313,0.08138,,,,
7973,245.13,2087,312.6,312.6445,313,0.08138,,,,
8649,245.12,2088,312.5555,312.6,313,0.08138,,,,
754,245.11,2089,312.511,312.5555,313,0.08138,,,,
7526,245.11,2090,312.4665,312.511,313,0.08138,,,,
8518,245.09,2091,312.422,312.4665,312,0.08112,,,,
661,245.07,2092,312.3775,312.422,312,0.08112,,,,
1224,245.03,2093,312.333,312.3775,312,0.08112,,,,
2767,245.01,2094,312.2885,312.333,312,0.08112,,,,
3365,244.99,2095,312.244,312.2885,312,0.08112,,,,
649,244.9,2096,312.1995,312.244,312,0.08112,,,,
8216,244.9,2097,312.155,312.1995,312,0.08112,,,,
8153,244.89,2098,312.1105,312.155,312,0.08112,,,,
2983,244.88,2099,312.066,312.1105,312,0.08112,,,,
4543,244.88,2100,312.0215,312.066,312,0.08112,,,,
185,244.84,2101,311.977,312.0215,312,0.08112,,,,
1168,244.82,2102,311.9325,311.977,312,0.08112,,,,
8401,244.79,2103,311.888,311.9325,312,0.08112,,,,
6246,244.77,2104,311.8435,311.888,312,0.08112,,,,
1197,244.76,2105,311.799,311.8435,312,0.08112,,,,
1199,244.75,2106,311.7545,311.799,312,0.08112,,,,
6497,244.72,2107,311.71,311.7545,312,0.08112,,,,
2155,244.69,2108,311.6655,311.71,312,0.08112,,,,
3225,244.68,2109,311.621,311.6655,312,0.08112,,,,
6940,244.66,2110,311.5765,311.621,312,0.08112,,,,
4884,244.65,2111,311.532,311.5765,312,0.08112,,,,
1042,244.63,2112,311.4875,311.532,312,0.08112,,,,
3745,244.61,2113,311.443,311.4875,311,0.08086,,,,
7898,244.52,2114,311.3985,311.443,311,0.08086,,,,
7199,244.5,2115,311.354,311.3985,311,0.08086,,,,
675,244.49,2116,311.3095,311.354,311,0.08086,,,,
5965,244.47,2117,311.265,311.3095,311,0.08086,,,,
2807,244.44,2118,311.2205,311.265,311,0.08086,,,,
3348,244.43,2119,311.176,311.2205,311,0.08086,,,,
3637,244.41,2120,311.1315,311.176,311,0.08086,,,,
152,244.37,2121,311.087,311.1315,311,0.08086,,,,
840,244.36,2122,311.0425,311.087,311,0.08086,,,,
2963,244.34,2123,310.998,311.0425,311,0.08086,,,,
213,244.32,2124,310.9535,310.998,311,0.08086,,,,
2647,244.3,2125,310.909,310.9535,311,0.08086,,,,
1485,244.29,2126,310.8645,310.909,311,0.08086,,,,
8161,244.29,2127,310.82,310.8645,311,0.08086,,,,
1483,244.28,2128,310.7755,310.82,311,0.08086,,,,
7537,244.26,2129,310.731,310.7755,311,0.08086,,,,
181,244.24,2130,310.6865,310.731,311,0.08086,,,,
3195,244.24,2131,310.642,310.6865,311,0.08086,,,,
6951,244.24,2132,310.5975,310.642,311,0.08086,,,,
113,244.23,2133,310.553,310.5975,311,0.08086,,,,
3580,244.22,2134,310.5085,310.553,311,0.08086,,,,
3536,244.21,2135,310.464,310.5085,311,0.08086,,,,
7608,244.18,2136,310.4195,310.464,310,0.0806,,,,
474,244.17,2137,310.375,310.4195,310,0.0806,,,,
5785,244.15,2138,310.3305,310.375,310,0.0806,,,,
3943,244.1,2139,310.286,310.3305,310,0.0806,,,,
6495,244.05,2140,310.2415,310.286,310,0.0806,,,,
8589,244.02,2141,310.197,310.2415,310,0.0806,,,,
7842,243.98,2142,310.1525,310.197,310,0.0806,,,,
4244,243.97,2143,310.108,310.1525,310,0.0806,,,,
5148,243.96,2144,310.0635,310.108,310,0.0806,,,,
7552,243.9,2145,310.019,310.0635,310,0.0806,,,,
2359,243.87,2146,309.9745,310.019,310,0.0806,,,,
5752,243.83,2147,309.93,309.9745,310,0.0806,,,,
6108,243.83,2148,309.8855,309.93,310,0.0806,,,,
5141,243.82,2149,309.841,309.8855,310,0.0806,,,,
5663,243.79,2150,309.7965,309.841,310,0.0806,,,,
160,243.78,2151,309.752,309.7965,310,0.0806,,,,
3105,243.76,2152,309.7075,309.752,310,0.0806,,,,
1560,243.74,2153,309.663,309.7075,310,0.0806,,,,
2872,243.73,2154,309.6185,309.663,310,0.0806,,,,
4082,243.73,2155,309.574,309.6185,310,0.0806,,,,
6307,243.73,2156,309.5295,309.574,310,0.0806,,,,
6253,243.72,2157,309.485,309.5295,310,0.0806,,,,
3636,243.69,2158,309.4405,309.485,309,0.08034,,,,
3892,243.69,2159,309.396,309.4405,309,0.08034,,,,
157,243.66,2160,309.3515,309.396,309,0.08034,,,,
6901,243.65,2161,309.307,309.3515,309,0.08034,,,,
2533,243.63,2162,309.2625,309.307,309,0.08034,,,,
4158,243.63,2163,309.218,309.2625,309,0.08034,,,,
5585,243.6,2164,309.1735,309.218,309,0.08034,,,,
808,243.56,2165,309.129,309.1735,309,0.08034,,,,
8790,243.55,2166,309.0845,309.129,309,0.08034,,,,
709,243.54,2167,309.04,309.0845,309,0.08034,,,,
4887,243.47,2168,308.9955,309.04,309,0.08034,,,,
5649,243.47,2169,308.951,308.9955,309,0.08034,,,,
3862,243.44,2170,308.9065,308.951,309,0.08034,,,,
290,243.42,2171,308.862,308.9065,309,0.08034,,,,
744,243.38,2172,308.8175,308.862,309,0.08034,,,,
8438,243.38,2173,308.773,308.8175,309,0.08034,,,,
909,243.37,2174,308.7285,308.773,309,0.08034,,,,
7109,243.36,2175,308.684,308.7285,309,0.08034,,,,
4714,243.34,2176,308.6395,308.684,309,0.08034,,,,
6699,243.29,2177,308.595,308.6395,309,0.08034,,,,
5497,243.28,2178,308.5505,308.595,309,0.08034,,,,
4078,243.27,2179,308.506,308.5505,309,0.08034,,,,
3022,243.24,2180,308.4615,308.506,309,0.08034,,,,
6499,243.22,2181,308.417,308.4615,308,0.08008,,,,
164,243.15,2182,308.3725,308.417,308,0.08008,,,,
7390,243.15,2183,308.328,308.3725,308,0.08008,,,,
5499,243.12,2184,308.2835,308.328,308,0.08008,,,,
1759,243.1,2185,308.239,308.2835,308,0.08008,,,,
5051,243.1,2186,308.1945,308.239,308,0.08008,,,,
4585,243.07,2187,308.15,308.1945,308,0.08008,,,,
551,243.06,2188,308.1055,308.15,308,0.08008,,,,
1502,243.06,2189,308.061,308.1055,308,0.08008,,,,
4215,243.06,2190,308.0165,308.061,308,0.08008,,,,
4280,243.06,2191,307.972,308.0165,308,0.08008,,,,
8215,243.01,2192,307.9275,307.972,308,0.08008,,,,
970,243,2193,307.883,307.9275,308,0.08008,,,,
2661,242.98,2194,307.8385,307.883,308,0.08008,,,,
6760,242.97,2195,307.794,307.8385,308,0.08008,,,,
6344,242.91,2196,307.7495,307.794,308,0.08008,,,,
6938,242.89,2197,307.705,307.7495,308,0.08008,,,,
3877,242.88,2198,307.6605,307.705,308,0.08008,,,,
7614,242.86,2199,307.616,307.6605,308,0.08008,,,,
4967,242.85,2200,307.5715,307.616,308,0.08008,,,,
8489,242.83,2201,307.527,307.5715,308,0.08008,,,,
2589,242.78,2202,307.4825,307.527,308,0.08008,,,,
7251,242.78,2203,307.438,307.4825,307,0.07982,,,,
8264,242.78,2204,307.3935,307.438,307,0.07982,,,,
8035,242.76,2205,307.349,307.3935,307,0.07982,,,,
7206,242.74,2206,307.3045,307.349,307,0.07982,,,,
1384,242.72,2207,307.26,307.3045,307,0.07982,,,,
7289,242.71,2208,307.2155,307.26,307,0.07982,,,,
6063,242.69,2209,307.171,307.2155,307,0.07982,,,,
4581,242.66,2210,307.1265,307.171,307,0.07982,,,,
3169,242.61,2211,307.082,307.1265,307,0.07982,,,,
5269,242.46,2212,307.0375,307.082,307,0.07982,,,,
3735,242.45,2213,306.993,307.0375,307,0.07982,,,,
1177,242.42,2214,306.9485,306.993,307,0.07982,,,,
1792,242.41,2215,306.904,306.9485,307,0.07982,,,,
3173,242.41,2216,306.8595,306.904,307,0.07982,,,,
4688,242.39,2217,306.815,306.8595,307,0.07982,,,,
6641,242.37,2218,306.7705,306.815,307,0.07982,,,,
275,242.36,2219,306.726,306.7705,307,0.07982,,,,
3627,242.36,2220,306.6815,306.726,307,0.07982,,,,
2737,242.33,2221,306.637,306.6815,307,0.07982,,,,
1488,242.32,2222,306.5925,306.637,307,0.07982,,,,
2733,242.32,2223,306.548,306.5925,307,0.07982,,,,
3728,242.3,2224,306.5035,306.548,307,0.07982,,,,
3739,242.22,2225,306.459,306.5035,307,0.07982,,,,
2252,242.21,2226,306.4145,306.459,306,0.07956,,,,
622,242.16,2227,306.37,306.4145,306,0.07956,,,,
5977,242.12,2228,306.3255,306.37,306,0.07956,,,,
6310,242.12,2229,306.281,306.3255,306,0.07956,,,,
2247,242.11,2230,306.2365,306.281,306,0.07956,,,,
5020,242.1,2231,306.192,306.2365,306,0.07956,,,,
5779,242.08,2232,306.1475,306.192,306,0.07956,,,,
7782,242.08,2233,306.103,306.1475,306,0.07956,,,,
1722,242.05,2234,306.0585,306.103,306,0.07956,,,,
2994,242,2235,306.014,306.0585,306,0.07956,,,,
278,241.99,2236,305.9695,306.014,306,0.07956,,,,
3081,241.99,2237,305.925,305.9695,306,0.07956,,,,
2478,241.98,2238,305.8805,305.925,306,0.07956,,,,
4318,241.97,2239,305.836,305.8805,306,0.07956,,,,
8594,241.93,2240,305.7915,305.836,306,0.07956,,,,
1072,241.92,2241,305.747,305.7915,306,0.07956,,,,
7824,241.89,2242,305.7025,305.747,306,0.07956,,,,
6606,241.88,2243,305.658,305.7025,306,0.07956,,,,
7948,241.88,2244,305.6135,305.658,306,0.07956,,,,
855,241.86,2245,305.569,305.6135,306,0.07956,,,,
1059,241.86,2246,305.5245,305.569,306,0.07956,,,,
6447,241.85,2247,305.48,305.5245,306,0.07956,,,,
1244,241.83,2248,305.4355,305.48,305,0.0793,,,,
1438,241.79,2249,305.391,305.4355,305,0.0793,,,,
4141,241.78,2250,305.3465,305.391,305,0.0793,,,,
6093,241.77,2251,305.302,305.3465,305,0.0793,,,,
2270,241.75,2252,305.2575,305.302,305,0.0793,,,,
2861,241.75,2253,305.213,305.2575,305,0.0793,,,,
680,241.73,2254,305.1685,305.213,305,0.0793,,,,
988,241.73,2255,305.124,305.1685,305,0.0793,,,,
5805,241.65,2256,305.0795,305.124,305,0.0793,,,,
7048,241.62,2257,305.035,305.0795,305,0.0793,,,,
5456,241.58,2258,304.9905,305.035,305,0.0793,,,,
358,241.55,2259,304.946,304.9905,305,0.0793,,,,
7288,241.55,2260,304.9015,304.946,305,0.0793,,,,
6255,241.53,2261,304.857,304.9015,305,0.0793,,,,
2459,241.52,2262,304.8125,304.857,305,0.0793,,,,
8089,241.49,2263,304.768,304.8125,305,0.0793,,,,
1487,241.48,2264,304.7235,304.768,305,0.0793,,,,
4626,241.48,2265,304.679,304.7235,305,0.0793,,,,
4591,241.41,2266,304.6345,304.679,305,0.0793,,,,
2610,241.38,2267,304.59,304.6345,305,0.0793,,,,
6534,241.38,2268,304.5455,304.59,305,0.0793,,,,
8590,241.38,2269,304.501,304.5455,305,0.0793,,,,
8803,241.35,2270,304.4565,304.501,305,0.0793,,,,
2687,241.31,2271,304.412,304.4565,304,0.07904,,,,
3436,241.3,2272,304.3675,304.412,304,0.07904,,,,
4201,241.25,2273,304.323,304.3675,304,0.07904,,,,
6370,241.24,2274,304.2785,304.323,304,0.07904,,,,
5435,241.23,2275,304.234,304.2785,304,0.07904,,,,
2945,241.21,2276,304.1895,304.234,304,0.07904,,,,
2672,241.17,2277,304.145,304.1895,304,0.07904,,,,
6635,241.16,2278,304.1005,304.145,304,0.07904,,,,
6634,241.13,2279,304.056,304.1005,304,0.07904,,,,
3972,241.11,2280,304.0115,304.056,304,0.07904,,,,
7044,241.11,2281,303.967,304.0115,304,0.07904,,,,
1001,241.08,2282,303.9225,303.967,304,0.07904,,,,
2181,241.08,2283,303.878,303.9225,304,0.07904,,,,
1109,241.05,2284,303.8335,303.878,304,0.07904,,,,
4911,241.05,2285,303.789,303.8335,304,0.07904,,,,
1921,241.04,2286,303.7445,303.789,304,0.07904,,,,
2631,241.01,2287,303.7,303.7445,304,0.07904,,,,
2746,240.99,2288,303.6555,303.7,304,0.07904,,,,
2707,240.97,2289,303.611,303.6555,304,0.07904,,,,
5284,240.96,2290,303.5665,303.611,304,0.07904,,,,
7751,240.96,2291,303.522,303.5665,304,0.07904,,,,
5987,240.93,2292,303.4775,303.522,304,0.07904,,,,
3404,240.91,2293,303.433,303.4775,303,0.07878,,,,
7522,240.89,2294,303.3885,303.433,303,0.07878,,,,
8253,240.85,2295,303.344,303.3885,303,0.07878,,,,
139,240.84,2296,303.2995,303.344,303,0.07878,,,,
4795,240.82,2297,303.255,303.2995,303,0.07878,,,,
4253,240.81,2298,303.2105,303.255,303,0.07878,,,,
7486,240.81,2299,303.166,303.2105,303,0.07878,,,,
3718,240.78,2300,303.1215,303.166,303,0.07878,,,,
7207,240.78,2301,303.077,303.1215,303,0.07878,,,,
255,240.75,2302,303.0325,303.077,303,0.07878,,,,
4608,240.72,2303,302.988,303.0325,303,0.07878,,,,
8464,240.69,2304,302.9435,302.988,303,0.07878,,,,
6717,240.64,2305,302.899,302.9435,303,0.07878,,,,
3246,240.61,2306,302.8545,302.899,303,0.07878,,,,
914,240.6,2307,302.81,302.8545,303,0.07878,,,,
3932,240.6,2308,302.7655,302.81,303,0.07878,,,,
5836,240.6,2309,302.721,302.7655,303,0.07878,,,,
4524,240.59,2310,302.6765,302.721,303,0.07878,,,,
2981,240.56,2311,302.632,302.6765,303,0.07878,,,,
2213,240.54,2312,302.5875,302.632,303,0.07878,,,,
1978,240.53,2313,302.543,302.5875,303,0.07878,,,,
8711,240.52,2314,302.4985,302.543,303,0.07878,,,,
4213,240.42,2315,302.454,302.4985,302,0.07852,,,,
5237,240.4,2316,302.4095,302.454,302,0.07852,,,,
4542,240.39,2317,302.365,302.4095,302,0.07852,,,,
1817,240.37,2318,302.3205,302.365,302,0.07852,,,,
2548,240.35,2319,302.276,302.3205,302,0.07852,,,,
7777,240.31,2320,302.2315,302.276,302,0.07852,,,,
1257,240.29,2321,302.187,302.2315,302,0.07852,,,,
7797,240.28,2322,302.1425,302.187,302,0.07852,,,,
2756,240.26,2323,302.098,302.1425,302,0.07852,,,,
2820,240.26,2324,302.0535,302.098,302,0.07852,,,,
7603,240.25,2325,302.009,302.0535,302,0.07852,,,,
2617,240.21,2326,301.9645,302.009,302,0.07852,,,,
6963,240.21,2327,301.92,301.9645,302,0.07852,,,,
8278,240.21,2328,301.8755,301.92,302,0.07852,,,,
3553,240.18,2329,301.831,301.8755,302,0.07852,,,,
2184,240.17,2330,301.7865,301.831,302,0.07852,,,,
8697,240.17,2331,301.742,301.7865,302,0.07852,,,,
445,240.16,2332,301.6975,301.742,302,0.07852,,,,
7171,240.15,2333,301.653,301.6975,302,0.07852,,,,
7698,240.14,2334,301.6085,301.653,302,0.07852,,,,
6590,240.13,2335,301.564,301.6085,302,0.07852,,,,
1771,240.11,2336,301.5195,301.564,302,0.07852,,,,
1863,240.1,2337,301.475,301.5195,302,0.07852,,,,
2376,240.09,2338,301.4305,301.475,301,0.07826,,,,
8469,240.09,2339,301.386,301.4305,301,0.07826,,,,
7986,240.04,2340,301.3415,301.386,301,0.07826,,,,
5616,240.03,2341,301.297,301.3415,301,0.07826,,,,
8552,240,2342,301.2525,301.297,301,0.07826,,,,
4414,239.99,2343,301.208,301.2525,301,0.07826,,,,
8771,239.96,2344,301.1635,301.208,301,0.07826,,,,
2081,239.94,2345,301.119,301.1635,301,0.07826,,,,
2326,239.94,2346,301.0745,301.119,301,0.07826,,,,
3264,239.93,2347,301.03,301.0745,301,0.07826,,,,
8118,239.91,2348,300.9855,301.03,301,0.07826,,,,
784,239.9,2349,300.941,300.9855,301,0.07826,,,,
4399,239.9,2350,300.8965,300.941,301,0.07826,,,,
8204,239.9,2351,300.852,300.8965,301,0.07826,,,,
296,239.89,2352,300.8075,300.852,301,0.07826,,,,
3378,239.89,2353,300.763,300.8075,301,0.07826,,,,
4689,239.89,2354,300.7185,300.763,301,0.07826,,,,
1841,239.88,2355,300.674,300.7185,301,0.07826,,,,
3431,239.87,2356,300.6295,300.674,301,0.07826,,,,
1141,239.86,2357,300.585,300.6295,301,0.07826,,,,
3211,239.84,2358,300.5405,300.585,301,0.07826,,,,
7786,239.8,2359,300.496,300.5405,301,0.07826,,,,
8532,239.78,2360,300.4515,300.496,300,0.078,,,,
2886,239.77,2361,300.407,300.4515,300,0.078,,,,
1559,239.76,2362,300.3625,300.407,300,0.078,,,,
7330,239.76,2363,300.318,300.3625,300,0.078,,,,
6887,239.72,2364,300.2735,300.318,300,0.078,,,,
3475,239.7,2365,300.229,300.2735,300,0.078,,,,
1539,239.67,2366,300.1845,300.229,300,0.078,,,,
8621,239.67,2367,300.14,300.1845,300,0.078,,,,
493,239.64,2368,300.0955,300.14,300,0.078,,,,
1763,239.64,2369,300.051,300.0955,300,0.078,,,,
7263,239.61,2370,300.0065,300.051,300,0.078,,,,
4061,239.59,2371,299.962,300.0065,300,0.078,,,,
2340,239.56,2372,299.9175,299.962,300,0.078,,,,
1925,239.53,2373,299.873,299.9175,300,0.078,,,,
7244,239.53,2374,299.8285,299.873,300,0.078,,,,
1656,239.45,2375,299.784,299.8285,300,0.078,,,,
7204,239.45,2376,299.7395,299.784,300,0.078,,,,
1458,239.44,2377,299.695,299.7395,300,0.078,,,,
7420,239.44,2378,299.6505,299.695,300,0.078,,,,
4335,239.43,2379,299.606,299.6505,300,0.078,,,,
955,239.42,2380,299.5615,299.606,300,0.078,,,,
8261,239.42,2381,299.517,299.5615,300,0.078,,,,
1238,239.35,2382,299.4725,299.517,300,0.078,,,,
1618,239.34,2383,299.428,299.4725,299,0.07774,,,,
8174,239.33,2384,299.3835,299.428,299,0.07774,,,,
7139,239.28,2385,299.339,299.3835,299,0.07774,,,,
7344,239.24,2386,299.2945,299.339,299,0.07774,,,,
747,239.23,2387,299.25,299.2945,299,0.07774,,,,
3555,239.23,2388,299.2055,299.25,299,0.07774,,,,
1611,239.21,2389,299.161,299.2055,299,0.07774,,,,
5290,239.21,2390,299.1165,299.161,299,0.07774,,,,
4021,239.2,2391,299.072,299.1165,299,0.07774,,,,
1983,239.16,2392,299.0275,299.072,299,0.07774,,,,
4521,239.15,2393,298.983,299.0275,299,0.07774,,,,
8312,239.15,2394,298.9385,298.983,299,0.07774,,,,
306,239.14,2395,298.894,298.9385,299,0.07774,,,,
910,239.13,2396,298.8495,298.894,299,0.07774,,,,
5723,239.04,2397,298.805,298.8495,299,0.07774,,,,
4721,238.97,2398,298.7605,298.805,299,0.07774,,,,
615,238.96,2399,298.716,298.7605,299,0.07774,,,,
56,238.94,2400,298.6715,298.716,299,0.07774,,,,
3355,238.91,2401,298.627,298.6715,299,0.07774,,,,
315,238.89,2402,298.5825,298.627,299,0.07774,,,,
1173,238.88,2403,298.538,298.5825,299,0.07774,,,,
6830,238.88,2404,298.4935,298.538,299,0.07774,,,,
3364,238.85,2405,298.449,298.4935,298,0.07748,,,,
4470,238.84,2406,298.4045,298.449,298,0.07748,,,,
1251,238.82,2407,298.36,298.4045,298,0.07748,,,,
1720,238.8,2408,298.3155,298.36,298,0.07748,,,,
5137,238.77,2409,298.271,298.3155,298,0.07748,,,,
6168,238.75,2410,298.2265,298.271,298,0.07748,,,,
84,238.71,2411,298.182,298.2265,298,0.07748,,,,
7936,238.69,2412,298.1375,298.182,298,0.07748,,,,
8543,238.69,2413,298.093,298.1375,298,0.07748,,,,
8831,238.67,2414,298.0485,298.093,298,0.07748,,,,
2711,238.64,2415,298.004,298.0485,298,0.07748,,,,
1659,238.62,2416,297.9595,298.004,298,0.07748,,,,
2447,238.61,2417,297.915,297.9595,298,0.07748,,,,
6851,238.61,2418,297.8705,297.915,298,0.07748,,,,
3684,238.57,2419,297.826,297.8705,298,0.07748,,,,
3115,238.53,2420,297.7815,297.826,298,0.07748,,,,
2480,238.52,2421,297.737,297.7815,298,0.07748,,,,
1864,238.51,2422,297.6925,297.737,298,0.07748,,,,
8144,238.49,2423,297.648,297.6925,298,0.07748,,,,
3012,238.46,2424,297.6035,297.648,298,0.07748,,,,
3533,238.46,2425,297.559,297.6035,298,0.07748,,,,
2613,238.43,2426,297.5145,297.559,298,0.07748,,,,
917,238.38,2427,297.47,297.5145,298,0.07748,,,,
3524,238.37,2428,297.4255,297.47,297,0.07722,,,,
4993,238.32,2429,297.381,297.4255,297,0.07722,,,,
4889,238.3,2430,297.3365,297.381,297,0.07722,,,,
6126,238.28,2431,297.292,297.3365,297,0.07722,,,,
7965,238.24,2432,297.2475,297.292,297,0.07722,,,,
5864,238.22,2433,297.203,297.2475,297,0.07722,,,,
8681,238.21,2434,297.1585,297.203,297,0.07722,,,,
4509,238.19,2435,297.114,297.1585,297,0.07722,,,,
7488,238.19,2436,297.0695,297.114,297,0.07722,,,,
2231,238.18,2437,297.025,297.0695,297,0.07722,,,,
1442,238.17,2438,296.9805,297.025,297,0.07722,,,,
3178,238.13,2439,296.936,296.9805,297,0.07722,,,,
7490,238.13,2440,296.8915,296.936,297,0.07722,,,,
5362,238.07,2441,296.847,296.8915,297,0.07722,,,,
4396,238.04,2442,296.8025,296.847,297,0.07722,,,,
3787,238.03,2443,296.758,296.8025,297,0.07722,,,,
8190,238.01,2444,296.7135,296.758,297,0.07722,,,,
7927,237.99,2445,296.669,296.7135,297,0.07722,,,,
4707,237.97,2446,296.6245,296.669,297,0.07722,,,,
228,237.96,2447,296.58,296.6245,297,0.07722,,,,
4564,237.93,2448,296.5355,296.58,297,0.07722,,,,
3049,237.92,2449,296.491,296.5355,297,0.07722,,,,
5925,237.91,2450,296.4465,296.491,296,0.07696,,,,
8626,237.91,2451,296.402,296.4465,296,0.07696,,,,
1917,237.9,2452,296.3575,296.402,296,0.07696,,,,
3792,237.9,2453,296.313,296.3575,296,0.07696,,,,
7228,237.9,2454,296.2685,296.313,296,0.07696,,,,
817,237.86,2455,296.224,296.2685,296,0.07696,,,,
8854,237.85,2456,296.1795,296.224,296,0.07696,,,,
468,237.84,2457,296.135,296.1795,296,0.07696,,,,
3964,237.84,2458,296.0905,296.135,296,0.07696,,,,
6213,237.82,2459,296.046,296.0905,296,0.07696,,,,
2324,237.8,2460,296.0015,296.046,296,0.07696,,,,
6270,237.79,2461,295.957,296.0015,296,0.07696,,,,
5784,237.77,2462,295.9125,295.957,296,0.07696,,,,
3188,237.75,2463,295.868,295.9125,296,0.07696,,,,
427,237.72,2464,295.8235,295.868,296,0.07696,,,,
1811,237.67,2465,295.779,295.8235,296,0.07696,,,,
5803,237.66,2466,295.7345,295.779,296,0.07696,,,,
1704,237.59,2467,295.69,295.7345,296,0.07696,,,,
1512,237.55,2468,295.6455,295.69,296,0.07696,,,,
7258,237.55,2469,295.601,295.6455,296,0.07696,,,,
420,237.54,2470,295.5565,295.601,296,0.07696,,,,
6702,237.54,2471,295.512,295.5565,296,0.07696,,,,
2148,237.5,2472,295.4675,295.512,296,0.07696,,,,
5996,237.5,2473,295.423,295.4675,295,0.0767,,,,
7905,237.44,2474,295.3785,295.423,295,0.0767,,,,
8864,237.44,2475,295.334,295.3785,295,0.0767,,,,
4966,237.43,2476,295.2895,295.334,295,0.0767,,,,
7004,237.41,2477,295.245,295.2895,295,0.0767,,,,
4582,237.4,2478,295.2005,295.245,295,0.0767,,,,
2055,237.35,2479,295.156,295.2005,295,0.0767,,,,
8565,237.31,2480,295.1115,295.156,295,0.0767,,,,
4079,237.3,2481,295.067,295.1115,295,0.0767,,,,
131,237.28,2482,295.0225,295.067,295,0.0767,,,,
1144,237.28,2483,294.978,295.0225,295,0.0767,,,,
3896,237.28,2484,294.9335,294.978,295,0.0767,,,,
6206,237.26,2485,294.889,294.9335,295,0.0767,,,,
7095,237.25,2486,294.8445,294.889,295,0.0767,,,,
331,237.24,2487,294.8,294.8445,295,0.0767,,,,
2658,237.22,2488,294.7555,294.8,295,0.0767,,,,
2810,237.22,2489,294.711,294.7555,295,0.0767,,,,
2477,237.2,2490,294.6665,294.711,295,0.0767,,,,
3511,237.2,2491,294.622,294.6665,295,0.0767,,,,
4895,237.2,2492,294.5775,294.622,295,0.0767,,,,
5197,237.14,2493,294.533,294.5775,295,0.0767,,,,
3758,237.13,2494,294.4885,294.533,295,0.0767,,,,
8167,237.13,2495,294.444,294.4885,294,0.07644,,,,
3375,237.12,2496,294.3995,294.444,294,0.07644,,,,
4980,237.11,2497,294.355,294.3995,294,0.07644,,,,
1352,237.01,2498,294.3105,294.355,294,0.07644,,,,
3981,237,2499,294.266,294.3105,294,0.07644,,,,
5423,236.97,2500,294.2215,294.266,294,0.07644,,,,
3361,236.95,2501,294.177,294.2215,294,0.07644,,,,
2160,236.94,2502,294.1325,294.177,294,0.07644,,,,
593,236.89,2503,294.088,294.1325,294,0.07644,,,,
5906,236.86,2504,294.0435,294.088,294,0.07644,,,,
6463,236.84,2505,293.999,294.0435,294,0.07644,,,,
6323,236.81,2506,293.9545,293.999,294,0.07644,,,,
8289,236.79,2507,293.91,293.9545,294,0.07644,,,,
1309,236.77,2508,293.8655,293.91,294,0.07644,,,,
7893,236.76,2509,293.821,293.8655,294,0.07644,,,,
473,236.74,2510,293.7765,293.821,294,0.07644,,,,
4899,236.73,2511,293.732,293.7765,294,0.07644,,,,
5598,236.7,2512,293.6875,293.732,294,0.07644,,,,
1,236.68,2513,293.643,293.6875,294,0.07644,,,,
3200,236.66,2514,293.5985,293.643,294,0.07644,,,,
6689,236.63,2515,293.554,293.5985,294,0.07644,,,,
2670,236.62,2516,293.5095,293.554,294,0.07644,,,,
2833,236.62,2517,293.465,293.5095,294,0.07644,,,,
3383,236.61,2518,293.4205,293.465,293,0.07618,,,,
7483,236.61,2519,293.376,293.4205,293,0.07618,,,,
7761,236.6,2520,293.3315,293.376,293,0.07618,,,,
1394,236.55,2521,293.287,293.3315,293,0.07618,,,,
8418,236.54,2522,293.2425,293.287,293,0.07618,,,,
600,236.39,2523,293.198,293.2425,293,0.07618,,,,
6791,236.39,2524,293.1535,293.198,293,0.07618,,,,
1962,236.36,2525,293.109,293.1535,293,0.07618,,,,
8505,236.36,2526,293.0645,293.109,293,0.07618,,,,
3675,236.32,2527,293.02,293.0645,293,0.07618,,,,
5149,236.32,2528,292.9755,293.02,293,0.07618,,,,
5628,236.32,2529,292.931,292.9755,293,0.07618,,,,
1883,236.28,2530,292.8865,292.931,293,0.07618,,,,
5639,236.26,2531,292.842,292.8865,293,0.07618,,,,
6390,236.26,2532,292.7975,292.842,293,0.07618,,,,
3867,236.24,2533,292.753,292.7975,293,0.07618,,,,
5850,236.23,2534,292.7085,292.753,293,0.07618,,,,
6989,236.23,2535,292.664,292.7085,293,0.07618,,,,
7257,236.23,2536,292.6195,292.664,293,0.07618,,,,
5625,236.21,2537,292.575,292.6195,293,0.07618,,,,
4739,236.15,2538,292.5305,292.575,293,0.07618,,,,
7448,236.15,2539,292.486,292.5305,293,0.07618,,,,
5291,236.13,2540,292.4415,292.486,292,0.07592,,,,
7804,236.13,2541,292.397,292.4415,292,0.07592,,,,
1451,236.09,2542,292.3525,292.397,292,0.07592,,,,
3055,236.09,2543,292.308,292.3525,292,0.07592,,,,
